aX,aY,aZ,gX,gY,gZ
0.368,-0.492,-0.915,6.653,29.724,-34.302
0.351,-0.501,-0.935,3.784,27.771,-37.048
0.338,-0.495,-0.954,-3.906,25.574,-38.879
0.331,-0.482,-0.974,-12.817,23.987,-39.307
0.313,-0.487,-1.007,-19.470,22.766,-39.612
0.275,-0.496,-1.057,-23.193,22.949,-40.771
0.243,-0.505,-1.101,-24.841,24.902,-42.664
0.234,-0.500,-1.126,-26.550,28.320,-45.166
0.225,-0.493,-1.136,-27.039,32.959,-45.837
0.210,-0.481,-1.135,-25.208,37.598,-44.800
0.226,-0.467,-1.127,-20.386,41.504,-43.274
0.233,-0.480,-1.090,-13.611,42.603,-41.626
0.949,0.008,2.916,-260.132,207.397,106.750
1.186,-0.170,3.455,-210.815,141.846,159.424
1.549,-0.453,3.725,-115.845,29.907,207.214
2.180,-0.879,3.675,3.601,-111.816,233.337
2.866,-1.330,3.163,122.864,-277.161,227.417
3.265,-1.670,2.322,198.914,-441.223,187.744
3.343,-1.696,1.555,224.304,-555.847,121.643
3.332,-1.509,0.963,220.154,-620.972,42.175
3.100,-1.134,0.378,203.857,-652.893,-39.551
2.907,-0.670,-0.165,198.914,-662.537,-120.544
2.992,-0.203,-0.825,213.135,-666.687,-194.580
2.883,0.312,-1.948,236.877,-672.302,-231.750
2.389,0.685,-3.323,270.447,-644.653,-219.910
1.870,0.630,-4.000,306.091,-570.374,-191.772
1.663,0.414,-4.000,292.236,-469.543,-172.424
1.644,0.509,-4.000,213.318,-367.371,-158.936
1.334,0.715,-4.000,128.235,-305.542,-140.076
0.971,0.869,-4.000,59.875,-271.179,-141.052
0.735,0.890,-4.000,1.953,-241.028,-149.353
0.579,0.861,-4.000,-36.499,-204.468,-146.973
0.439,0.797,-4.000,-45.654,-159.058,-132.874
0.362,0.656,-4.000,-31.738,-101.501,-114.502
0.087,0.422,-4.000,-9.705,-37.903,-95.703
0.075,0.199,-3.998,2.991,38.269,-86.487
0.164,0.051,-3.594,15.625,110.107,-86.670
0.214,-0.100,-3.045,31.433,159.302,-85.205
0.194,-0.247,-2.482,40.466,190.063,-81.299
0.174,-0.372,-2.043,40.161,208.740,-78.064
0.090,-0.444,-1.749,37.476,222.168,-76.050
0.035,-0.493,-1.547,33.203,237.671,-76.294
0.088,-0.499,-1.406,27.344,256.348,-82.336
0.144,-0.447,-1.309,26.367,271.912,-88.440
0.106,-0.411,-1.217,29.053,281.189,-87.463
0.056,-0.400,-1.149,29.114,290.161,-84.595
0.059,-0.383,-1.085,21.545,303.528,-82.581
0.113,-0.333,-0.984,11.047,317.444,-82.153
0.166,-0.282,-0.849,3.784,325.378,-83.923
0.168,-0.191,-0.760,-1.953,327.698,-85.327
0.172,-0.096,-0.691,-6.775,326.416,-87.585
0.219,-0.001,-0.613,-12.390,323.059,-88.867
0.235,0.079,-0.521,-18.066,315.369,-85.388
0.253,0.159,-0.442,-25.879,305.115,-77.881
0.278,0.237,-0.383,-33.142,294.006,-67.017
0.332,0.301,-0.318,-38.025,282.715,-53.467
0.360,0.320,-0.228,-41.626,270.447,-38.635
0.390,0.311,-0.116,-45.654,255.554,-26.550
0.457,0.318,-0.001,-51.270,237.000,-20.447
0.557,0.386,0.105,-59.082,213.623,-18.799
0.632,0.483,0.212,-65.674,185.303,-17.639
0.684,0.586,0.312,-69.031,153.687,-14.954
0.749,0.683,0.391,-68.115,122.009,-7.812
0.771,0.743,0.434,-60.852,91.675,6.409
0.761,0.767,0.464,-44.861,62.256,25.879
0.779,0.805,0.518,-23.132,33.264,45.288
0.826,0.877,0.610,2.930,0.671,66.528
0.880,0.972,0.758,36.926,-42.786,92.407
0.904,1.035,0.820,75.806,-104.492,127.075
0.937,1.077,0.785,113.403,-182.068,166.870
0.985,1.101,0.635,142.883,-264.343,205.444
1.100,1.124,0.445,164.124,-343.872,240.417
1.283,1.108,0.253,179.016,-414.917,276.428
1.531,1.083,0.026,182.373,-477.783,317.078
1.692,1.059,-0.251,176.208,-533.203,366.516
1.807,0.988,-0.576,168.945,-573.975,418.640
1.850,0.729,-0.885,166.443,-589.233,465.698
1.897,0.097,-1.525,160.522,-573.792,490.112
1.576,-0.565,-2.511,170.837,-518.677,465.942
1.186,-1.228,-2.977,182.495,-446.411,399.597
1.358,-1.589,-3.008,128.662,-347.900,335.083
1.539,-1.616,-2.950,38.513,-250.488,295.166
1.586,-1.512,-2.588,-16.174,-192.688,263.733
1.755,-1.425,-2.276,-43.396,-162.048,234.497
1.754,-1.580,-2.069,-47.852,-157.532,218.018
1.560,-1.862,-2.020,-42.664,-168.884,205.566
1.318,-2.038,-2.022,-40.710,-169.312,182.983
1.192,-2.097,-1.992,-42.969,-157.532,150.269
1.160,-1.930,-1.844,-48.157,-141.724,117.004
0.768,-1.850,-1.467,-52.734,-133.240,89.050
0.574,-1.890,-1.537,-76.843,-118.835,56.396
0.903,-1.580,-1.663,-93.689,-93.506,11.108
0.633,-1.217,-1.577,-69.885,-89.722,-0.183
0.248,-1.093,-1.608,-38.025,-73.792,1.404
0.260,-1.006,-1.695,-26.001,-25.635,-14.282
0.429,-0.845,-1.661,-14.160,25.208,-29.541
0.451,-0.738,-1.453,2.625,53.345,-33.203
0.456,-0.669,-1.247,3.174,67.261,-36.804
0.496,-0.556,-1.114,-10.437,70.618,-42.664
0.481,-0.455,-1.027,-25.757,63.965,-45.715
0.423,-0.381,-0.997,-35.950,54.321,-47.791
0.353,-0.346,-0.989,-39.612,45.288,-50.049
0.292,-0.311,-0.989,-39.429,40.344,-51.758
0.260,-0.275,-0.998,-37.842,41.199,-51.636
0.226,-0.260,-0.997,-33.752,45.532,-50.720
0.200,-0.265,-1.000,-29.175,51.880,-51.208
0.193,-0.281,-1.004,-26.978,59.509,-53.589
0.208,-0.307,-1.017,-26.978,68.970,-57.068
0.243,-0.319,-1.030,-25.024,77.698,-60.486
0.266,-0.301,-1.014,-20.569,82.703,-62.500
0.317,-0.267,-0.984,-16.541,84.717,-62.683
0.365,-0.274,-0.960,-13.733,80.383,-62.866
0.373,-0.288,-0.948,-10.498,70.984,-63.416
0.378,-0.315,-0.923,-9.094,61.829,-63.904
0.392,-0.322,-0.887,-13.306,51.758,-62.378
0.381,-0.308,-0.864,-20.264,39.124,-58.838
0.386,-0.304,-0.865,-24.170,30.090,-53.833
0.371,-0.333,-0.883,-22.766,22.095,-49.500
0.329,-0.368,-0.933,-17.456,16.113,-47.363
0.322,-0.384,-0.978,-13.733,13.733,-47.668
0.328,-0.410,-1.002,-12.939,12.634,-47.546
0.320,-0.433,-1.038,-14.038,14.404,-46.204
0.302,-0.448,-1.073,-15.503,19.226,-45.532
0.311,-0.453,-1.083,-17.517,25.452,-46.875
0.318,-0.474,-1.064,-19.897,32.043,-48.828
0.327,-0.461,-1.058,-23.071,38.513,-49.683
0.335,-0.456,-1.040,-24.475,42.480,-49.194
0.324,-0.455,-1.020,-23.132,43.823,-48.401
0.328,-0.436,-1.011,-21.729,43.091,-46.936
0.331,-0.409,-1.022,-19.897,40.527,-44.434
0.327,-0.401,-1.039,-16.602,35.461,-40.222
1.081,-0.187,2.429,-124.451,121.582,175.049
1.455,-0.432,2.657,-36.743,43.213,218.567
1.993,-0.753,2.685,65.735,-77.576,254.089
2.612,-1.142,2.378,169.006,-235.229,266.418
3.093,-1.414,1.679,248.535,-395.447,238.159
3.393,-1.507,0.906,296.143,-517.944,168.701
3.516,-1.637,0.222,323.975,-590.088,70.984
3.314,-1.655,-0.509,332.581,-619.385,-44.800
3.120,-1.194,-1.261,330.078,-618.103,-180.176
2.984,-0.511,-2.052,321.777,-596.191,-299.500
2.534,-0.026,-2.895,289.612,-556.458,-341.309
2.037,0.319,-3.630,226.257,-495.300,-307.251
1.568,0.554,-4.000,171.875,-422.852,-245.728
1.322,1.034,-4.000,164.368,-354.309,-205.627
0.907,1.113,-4.000,190.857,-319.519,-181.152
0.622,1.011,-4.000,174.377,-298.340,-173.889
0.600,1.057,-4.000,100.952,-270.508,-168.152
0.365,1.079,-4.000,31.799,-243.835,-152.588
0.038,1.057,-4.000,-6.531,-201.477,-140.747
-0.010,0.990,-4.000,-19.104,-135.925,-133.362
-0.230,0.808,-4.000,-19.165,-58.716,-120.422
-0.156,0.683,-4.000,-14.221,32.043,-118.042
-0.086,0.540,-3.969,2.686,109.131,-114.929
-0.024,0.354,-3.416,23.315,164.062,-106.750
0.031,0.144,-2.853,28.564,200.806,-94.788
0.098,-0.029,-2.400,21.851,223.450,-84.595
0.054,-0.198,-2.021,15.076,240.662,-76.111
0.052,-0.328,-1.743,5.981,257.996,-72.632
0.134,-0.423,-1.549,-0.183,274.048,-74.890
0.192,-0.482,-1.421,0.122,287.170,-77.393
0.195,-0.509,-1.347,3.540,298.950,-77.454
0.205,-0.557,-1.244,5.005,314.026,-76.904
0.220,-0.593,-1.147,2.686,331.421,-79.712
0.283,-0.584,-1.029,-1.709,349.548,-87.769
0.373,-0.513,-0.895,-7.690,362.610,-98.694
0.419,-0.393,-0.744,-15.686,366.272,-105.591
0.392,-0.296,-0.589,-26.794,360.840,-104.797
0.371,-0.182,-0.463,-41.016,350.220,-101.685
0.349,-0.051,-0.342,-53.894,335.510,-97.961
0.304,0.086,-0.262,-64.148,319.519,-90.210
0.285,0.214,-0.206,-68.176,302.734,-79.956
0.287,0.282,-0.114,-65.491,283.447,-70.129
0.296,0.290,0.003,-63.171,262.573,-62.195
0.347,0.282,0.121,-64.087,239.441,-58.655
0.420,0.321,0.227,-66.833,213.257,-56.580
0.454,0.401,0.313,-67.627,184.204,-52.795
0.461,0.506,0.383,-64.941,153.625,-47.119
0.503,0.637,0.452,-59.448,124.084,-42.236
0.589,0.774,0.524,-51.575,95.886,-35.461
0.675,0.900,0.577,-41.748,67.688,-23.010
0.701,1.056,0.648,-29.053,40.222,-2.441
0.720,1.214,0.730,-10.864,12.024,28.748
0.794,1.313,0.799,20.264,-24.292,70.862
0.871,1.338,0.900,67.078,-74.219,119.446
1.051,1.255,0.955,118.591,-136.841,168.335
1.202,1.258,0.876,159.729,-213.745,218.018
1.239,1.260,0.705,187.012,-294.067,267.883
1.357,1.217,0.437,200.623,-364.380,309.143
1.426,1.161,0.123,202.271,-422.363,347.412
1.444,1.118,-0.166,190.430,-461.731,386.475
1.524,1.026,-0.361,167.175,-481.445,429.749
1.596,0.888,-0.495,147.034,-488.831,475.769
1.650,0.607,-0.632,147.217,-491.333,510.071
1.609,-0.042,-1.204,168.762,-482.300,514.221
1.477,-0.680,-2.075,208.740,-444.336,466.980
1.508,-1.324,-2.599,235.291,-394.226,376.892
1.927,-1.913,-2.839,181.274,-338.196,300.598
2.027,-2.126,-3.187,66.345,-282.898,264.893
1.900,-1.995,-3.232,-23.376,-238.098,234.497
1.855,-1.759,-3.112,-70.862,-192.078,191.223
1.723,-1.659,-2.910,-87.463,-149.841,156.372
1.502,-1.665,-2.718,-90.637,-120.605,133.118
1.207,-1.636,-2.456,-93.018,-93.628,118.713
1.211,-1.794,-2.326,-93.445,-69.153,99.121
0.772,-1.783,-2.015,-96.252,-51.147,82.825
0.646,-1.772,-2.044,-120.972,-20.325,59.570
0.649,-1.832,-1.696,-134.705,8.057,26.306
0.663,-1.568,-1.451,-140.625,15.015,-8.545
0.468,-1.147,-1.235,-134.583,14.832,-21.240
0.185,-0.960,-1.084,-114.197,17.822,-19.592
0.145,-0.813,-1.142,-92.529,36.804,-19.043
0.196,-0.674,-1.031,-59.875,49.561,-14.893
0.108,-0.709,-0.889,-25.269,41.687,-5.371
0.131,-0.773,-0.828,-13.611,31.677,-4.578
0.100,-0.719,-0.832,-17.822,19.043,-7.935
0.015,-0.631,-0.897,-24.841,12.512,-9.399
0.001,-0.584,-0.913,-28.503,12.634,-13.123
-0.004,-0.546,-0.882,-28.015,14.587,-18.188
-0.004,-0.522,-0.865,-26.001,18.677,-22.827
0.007,-0.498,-0.889,-22.522,26.917,-24.109
0.016,-0.496,-0.951,-14.526,39.978,-23.804
0.015,-0.533,-0.966,-3.052,53.406,-26.672
0.079,-0.553,-0.896,2.136,62.012,-33.936
0.187,-0.544,-0.804,-3.418,61.707,-42.725
0.237,-0.513,-0.738,-12.878,51.941,-49.194
0.232,-0.459,-0.699,-18.555,36.072,-51.819
0.229,-0.395,-0.700,-19.775,20.203,-51.331
0.233,-0.375,-0.725,-15.747,7.019,-48.401
0.233,-0.374,-0.775,-7.324,-2.075,-43.152
0.229,-0.388,-0.819,3.235,-6.836,-36.865
0.236,-0.438,-0.861,12.451,-6.531,-31.616
0.258,-0.483,-0.888,17.456,-3.479,-28.381
0.273,-0.540,-0.920,19.714,-0.061,-29.114
0.295,-0.592,-0.976,17.639,6.042,-33.691
0.339,-0.610,-1.015,11.780,14.587,-40.222
0.368,-0.606,-1.004,4.028,21.606,-46.448
0.394,-0.572,-0.987,-5.005,26.917,-50.903
0.420,-0.524,-0.966,-12.451,29.785,-53.650
0.408,-0.500,-0.933,-17.273,28.625,-52.429
0.379,-0.479,-0.916,-20.874,24.841,-47.546
0.353,-0.473,-0.921,-22.217,19.775,-43.091
0.333,-0.498,-0.945,-20.630,14.404,-40.405
0.292,-0.520,-0.984,-18.799,10.742,-38.818
0.234,-0.549,-1.019,-17.883,10.010,-39.307
0.231,-0.573,-1.049,-19.836,12.756,-41.931
0.243,-0.592,-1.078,-23.621,18.005,-46.326
0.219,-0.610,-1.072,-24.414,22.827,-51.392
0.209,-0.604,-1.060,-25.085,27.283,-57.495
0.216,-0.579,-1.049,-27.466,30.334,-63.477
0.897,0.004,2.587,-236.694,240.845,131.348
1.024,-0.129,3.285,-186.829,217.468,161.499
1.290,-0.404,3.723,-89.050,134.216,187.439
1.745,-0.710,3.701,26.184,-10.498,202.820
2.140,-0.870,3.202,128.845,-191.406,211.792
2.606,-1.027,2.349,204.468,-368.591,211.670
3.068,-1.318,1.475,249.329,-505.432,192.932
3.301,-1.609,0.722,267.212,-591.003,143.555
3.286,-1.688,0.101,273.621,-636.230,59.631
3.221,-1.430,-0.451,288.269,-653.442,-53.650
3.118,-1.026,-1.049,322.144,-649.597,-172.852
2.959,-0.678,-1.706,353.882,-639.771,-280.884
2.737,-0.342,-2.420,339.355,-621.887,-348.938
2.595,0.213,-3.262,287.903,-576.050,-364.929
2.275,0.531,-3.980,232.727,-531.067,-351.196
2.060,1.059,-4.000,161.621,-480.957,-311.890
1.651,1.277,-4.000,109.680,-422.974,-243.408
1.148,1.264,-4.000,91.614,-364.380,-190.979
0.861,1.126,-4.000,81.726,-294.250,-186.768
0.789,0.990,-4.000,63.721,-222.717,-200.989
0.680,1.045,-4.000,35.217,-156.555,-202.515
0.430,1.082,-4.000,13.367,-99.365,-190.002
0.173,1.084,-4.000,4.578,-38.391,-175.354
0.142,0.980,-4.000,10.437,20.020,-158.752
-0.133,0.797,-3.962,17.029,72.876,-140.930
-0.096,0.658,-3.620,20.020,135.376,-133.179
-0.095,0.518,-3.108,27.405,180.969,-122.192
-0.094,0.352,-2.663,31.067,213.135,-109.375
-0.086,0.197,-2.319,31.067,240.356,-102.295
-0.085,0.088,-2.057,28.076,270.447,-94.421
-0.069,-0.017,-1.779,22.949,305.542,-85.144
-0.000,-0.108,-1.506,20.203,340.759,-78.918
0.071,-0.181,-1.233,20.813,368.408,-77.087
0.141,-0.206,-1.038,19.836,385.925,-77.087
0.213,-0.183,-0.872,12.146,396.118,-75.684
0.235,-0.151,-0.685,-6.714,400.635,-70.435
0.276,-0.061,-0.533,-28.809,400.757,-67.017
0.333,0.065,-0.402,-43.945,392.883,-69.824
0.341,0.214,-0.309,-55.603,376.831,-72.021
0.340,0.356,-0.266,-62.195,360.596,-70.557
0.374,0.470,-0.233,-64.026,343.994,-69.824
0.407,0.543,-0.186,-63.782,327.881,-64.270
0.475,0.615,-0.153,-66.467,314.087,-55.664
0.573,0.711,-0.112,-70.679,297.852,-48.828
0.689,0.825,-0.042,-72.693,276.001,-41.321
0.817,0.962,0.052,-70.435,250.183,-28.259
0.908,1.079,0.175,-61.707,220.337,-8.118
0.970,1.120,0.359,-44.983,181.335,15.930
1.006,1.089,0.522,-27.283,133.972,41.992
1.080,1.025,0.613,-12.939,83.618,69.519
1.145,0.976,0.696,0.305,30.640,95.215
1.199,0.949,0.793,20.081,-23.254,119.324
1.274,0.954,0.819,52.490,-85.266,144.470
1.300,0.988,0.798,96.436,-160.950,172.119
1.336,1.045,0.672,143.250,-242.676,199.768
1.401,1.079,0.452,183.472,-322.815,225.464
1.503,1.073,0.224,214.111,-396.912,249.023
1.619,1.046,0.009,228.088,-459.229,276.489
1.778,0.958,-0.169,225.830,-509.705,315.002
1.881,0.805,-0.421,212.036,-548.401,361.633
1.911,0.556,-0.803,203.186,-571.594,402.710
1.909,0.281,-1.158,200.745,-582.336,425.171
1.952,-0.045,-1.563,191.895,-581.543,429.810
1.954,-0.571,-2.100,175.659,-566.589,417.358
1.925,-1.018,-2.549,145.691,-530.762,391.418
1.940,-1.437,-2.864,88.257,-478.271,364.075
1.894,-1.707,-3.210,6.653,-410.461,344.971
1.723,-1.763,-3.301,-59.509,-336.609,324.707
1.679,-1.693,-3.110,-90.393,-258.301,287.292
1.722,-1.625,-2.710,-95.032,-190.125,243.042
1.662,-1.565,-2.352,-96.619,-145.874,209.595
1.495,-1.544,-2.091,-103.943,-116.150,184.875
1.350,-1.554,-1.858,-110.962,-89.661,160.339
1.270,-1.626,-1.585,-115.479,-71.777,134.705
1.244,-1.493,-1.406,-119.873,-71.106,113.464
0.892,-1.748,-0.879,-123.779,-92.834,96.558
0.875,-1.740,-1.052,-154.419,-106.018,51.086
0.830,-1.256,-1.271,-156.433,-85.205,30.640
0.331,-1.165,-1.243,-114.197,-75.012,34.180
0.249,-1.170,-1.284,-89.111,-41.992,22.949
0.270,-1.145,-1.281,-77.271,-0.427,4.700
0.198,-1.129,-1.223,-67.505,34.729,-9.033
0.224,-1.073,-1.110,-63.232,68.665,-29.480
0.257,-0.969,-0.958,-61.829,92.163,-50.476
0.259,-0.844,-0.837,-65.674,106.628,-65.979
0.238,-0.750,-0.727,-71.106,108.276,-76.111
0.201,-0.681,-0.638,-73.669,99.365,-82.275
0.132,-0.637,-0.570,-71.350,84.900,-85.876
0.057,-0.631,-0.530,-67.078,69.153,-88.501
-0.004,-0.653,-0.550,-65.002,55.908,-91.980
-0.057,-0.681,-0.616,-63.293,48.950,-97.900
-0.042,-0.695,-0.701,-57.556,48.157,-108.154
0.014,-0.704,-0.806,-50.171,52.673,-119.263
0.084,-0.640,-0.895,-42.908,57.983,-126.343
0.128,-0.547,-0.951,-35.583,59.570,-125.854
0.116,-0.476,-0.947,-29.480,59.021,-119.141
0.132,-0.445,-0.850,-24.475,57.922,-113.953
0.229,-0.470,-0.731,-20.447,55.054,-113.281
0.316,-0.506,-0.633,-16.174,44.250,-112.244
0.328,-0.509,-0.621,-11.414,30.396,-106.628
0.287,-0.501,-0.664,-8.118,18.799,-98.938
0.275,-0.510,-0.743,-7.324,11.169,-92.773
0.269,-0.554,-0.852,-6.775,8.789,-89.600
0.240,-0.583,-0.918,-1.160,8.545,-90.088
0.231,-0.581,-0.950,2.319,10.925,-94.727
0.197,-0.624,-0.914,-2.563,16.602,-99.854
0.197,-0.568,-0.879,-15.442,28.625,-99.854
0.217,-0.525,-0.825,-30.151,41.260,-98.450
0.257,-0.465,-0.747,-40.405,46.509,-94.971
0.241,-0.508,-0.685,-42.114,42.908,-90.027
0.221,-0.492,-0.695,-42.297,37.476,-82.214
0.151,-0.507,-0.747,-43.152,33.691,-75.928
0.114,-0.529,-0.784,-41.260,35.278,-70.923
0.137,-0.564,-0.802,-39.063,42.969,-65.186
0.137,-0.627,-0.824,-35.522,52.002,-60.059
0.138,-0.662,-0.829,-30.579,60.730,-58.533
0.165,-0.669,-0.816,-27.466,67.261,-60.242
0.207,-0.676,-0.827,-25.330,67.139,-63.904
0.233,-0.651,-0.835,-26.123,61.646,-67.932
